qid,category_id,level,q_en,hint_en,persp_en,q_id,hint_id,persp_id
paradox-hard-04,paradox,hard,Can absence be a form of presence?,Push the idea until it collides with a competing value or edge case.,"Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For a hard discussion, ask what breaks when two valid values collide.",Bisakah ketiadaan menjadi bentuk kehadiran?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
paradox-hard-05,paradox,hard,Why do simple questions resist simple answers?,Push the idea until it collides with a competing value or edge case.,"Paradoxes expose where logic and language strain under pressure. Zeno and Gödel both show that contradiction can be productive. For a hard discussion, ask what breaks when two valid values collide.",Mengapa pertanyaan sederhana sering menolak jawaban sederhana?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Paradoks memperlihatkan saat logika dan bahasa mulai tegang. Zeno dan Gödel sama-sama menunjukkan bahwa kontradiksi bisa produktif. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
local-easy-01,local,easy,What does progress mean in a local context?,Start with a concrete everyday case before expanding the argument.,"Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For an easy discussion, keep the example concrete and personal.",Apa arti kemajuan dalam konteks lokal?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
local-easy-02,local,easy,How can tradition and adaptation coexist?,Start with a concrete everyday case before expanding the argument.,"Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For an easy discussion, keep the example concrete and personal.",Bagaimana tradisi dan adaptasi bisa hidup bersama?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
local-easy-03,local,easy,Who defines authentic culture?,Start with a concrete everyday case before expanding the argument.,"Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For an easy discussion, keep the example concrete and personal.",Siapa yang menentukan budaya otentik?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
local-easy-04,local,easy,Can local identity survive globalization?,Start with a concrete everyday case before expanding the argument.,"Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For an easy discussion, keep the example concrete and personal.",Bisakah identitas lokal bertahan di tengah globalisasi?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
local-easy-05,local,easy,What is lost when a place becomes a brand?,Start with a concrete everyday case before expanding the argument.,"Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For an easy discussion, keep the example concrete and personal.",Apa yang hilang ketika sebuah tempat menjadi merek?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
local-medium-01,local,medium,What does progress mean in a local context?,"Test the idea against a trade-off, incentive, or unintended effect.","Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For a medium discussion, add incentives, power, and long-term consequences.",Apa arti kemajuan dalam konteks lokal?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
local-medium-02,local,medium,How can tradition and adaptation coexist?,"Test the idea against a trade-off, incentive, or unintended effect.","Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For a medium discussion, add incentives, power, and long-term consequences.",Bagaimana tradisi dan adaptasi bisa hidup bersama?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
local-medium-03,local,medium,Who defines authentic culture?,"Test the idea against a trade-off, incentive, or unintended effect.","Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For a medium discussion, add incentives, power, and long-term consequences.",Siapa yang menentukan budaya otentik?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
local-medium-04,local,medium,Can local identity survive globalization?,"Test the idea against a trade-off, incentive, or unintended effect.","Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah identitas lokal bertahan di tengah globalisasi?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
local-medium-05,local,medium,What is lost when a place becomes a brand?,"Test the idea against a trade-off, incentive, or unintended effect.","Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For a medium discussion, add incentives, power, and long-term consequences.",Apa yang hilang ketika sebuah tempat menjadi merek?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
local-hard-01,local,hard,What does progress mean in a local context?,Push the idea until it collides with a competing value or edge case.,"Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For a hard discussion, ask what breaks when two valid values collide.",Apa arti kemajuan dalam konteks lokal?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
local-hard-02,local,hard,How can tradition and adaptation coexist?,Push the idea until it collides with a competing value or edge case.,"Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For a hard discussion, ask what breaks when two valid values collide.",Bagaimana tradisi dan adaptasi bisa hidup bersama?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
local-hard-03,local,hard,Who defines authentic culture?,Push the idea until it collides with a competing value or edge case.,"Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For a hard discussion, ask what breaks when two valid values collide.",Siapa yang menentukan budaya otentik?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
local-hard-04,local,hard,Can local identity survive globalization?,Push the idea until it collides with a competing value or edge case.,"Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For a hard discussion, ask what breaks when two valid values collide.",Bisakah identitas lokal bertahan di tengah globalisasi?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
local-hard-05,local,hard,What is lost when a place becomes a brand?,Push the idea until it collides with a competing value or edge case.,"Local questions carry history, culture, and unequal power. Anderson and Geertz would both warn against flattening context. For a hard discussion, ask what breaks when two valid values collide.",Apa yang hilang ketika sebuah tempat menjadi merek?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan lokal membawa sejarah, budaya, dan relasi kuasa yang timpang. Anderson dan Geertz sama-sama memperingatkan agar konteks tidak disederhanakan. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
popculture-easy-01,popculture,easy,Does pop culture reflect society or shape it?,Start with a concrete everyday case before expanding the argument.,"Pop culture is not just entertainment; it shapes taste and memory. Stuart Hall and Henry Jenkins both show that audiences matter. For an easy discussion, keep the example concrete and personal.",Apakah budaya pop mencerminkan masyarakat atau justru membentuknya?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Budaya pop bukan sekadar hiburan; ia membentuk selera dan ingatan. Stuart Hall dan Henry Jenkins sama-sama menunjukkan bahwa audiens juga berperan. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
